City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
280,Potchefstroom,ZA,2022-12-09 20:48:51,-26.7167,27.1,64.56,79,84,6.33
281,Bereda,ES,2022-12-09 20:50:38,43.2686,-7.5406,46.42,100,100,7.02
282,Siljan,NO,2022-12-09 20:50:38,59.2884,9.71,21.16,86,86,4.83
283,Rajshahi,BD,2022-12-09 20:50:14,24.3667,88.6,62.76,67,27,5.77
284,Puerto Madryn,AR,2022-12-09 20:50:39,-42.7692,-65.0385,79.09,16,87,26.6
285,Neuquen,AR,2022-12-09 20:50:39,-38.9516,-68.0591,85.89,23,0,12.66
286,Conakry,GN,2022-12-09 20:50:40,9.538,-13.6773,81.9,79,3,11.72
287,Naftalan,AZ,2022-12-09 20:50:40,40.5067,46.825,40.42,82,23,5.59
288,Qaqortoq,GL,2022-12-09 20:50:41,60.7167,-46.0333,17.08,74,0,7.25
289,Tazovskiy,RU,2022-12-09 20:50:41,67.4667,78.7,-5.4,97,100,10.38
